filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.debug.internal.ui.views.launch;0;2;15;0;4;2;15;0;96;0;0;3975;96;0;2;0;2;0;4;3975;2;4400;2;0;
org.eclipse.update.internal.security;0;0;16;0;0;0;3;13;0;0;1;3122;0;0;2;1;0;2;2;3122;1;3122;1;0;
org.eclipse.core.internal.indexing;1;0;8;1;0;0;1;7;0;0;1;12;0;1914;2;1;0;2;2;12;1;12;1;4;
org.eclipse.core.internal.plugins;2;0;16;1;2;1;8;8;867;0;1;12;867;106;2;1;1;2;4;12;2;4212;2;3;
org.eclipse.compare.internal;1;0;4;1;0;0;0;4;0;0;1;14;0;25;2;1;0;2;2;14;1;14;1;2;
org.eclipse.swt.ole.win32;1;0;4;1;0;0;1;3;0;0;1;106;0;27;2;1;0;2;2;106;1;106;1;3;
org.eclipse.team.internal.ccvs.core.client;2;0;20;2;0;0;2;18;867;2;2;2572;867;198;2;2;0;4;4;2572;2;3089;2;2;
org.eclipse.jdt.core;2;0;17;1;2;1;6;11;2387;2;2;455;2576;53;2;2;1;4;6;455;3;4058;3;2;
org.eclipse.compare.structuremergeviewer;0;0;3;0;0;0;0;3;0;0;1;14;0;0;2;1;0;2;2;14;1;14;1;0;
org.eclipse.swt.graphics;1;0;6;1;0;0;2;4;0;0;1;106;0;145;2;1;0;2;2;106;1;106;1;6;
org.eclipse.search.internal.ui;1;0;13;1;0;0;4;9;8;2;2;15;8;42;2;2;0;4;4;15;2;675;2;2;
org.eclipse.pde.internal.ui.preferences;0;0;9;0;0;0;2;7;2;0;1;3579;2;0;3;2;0;3;3;3579;2;3579;1;0;
org.eclipse.compare.contentmergeviewer;1;0;3;1;0;0;0;3;0;0;1;14;0;5;2;1;0;2;2;14;1;14;1;1;
org.eclipse.jdt.internal.debug.eval.ast.engine;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.search.internal.ui.util;1;0;6;1;0;0;0;6;0;0;1;15;0;31;2;1;0;2;2;15;1;15;1;2;
org.eclipse.pde.internal.ui.parts;1;0;2;1;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.pde.internal.core.feature;0;0;3;0;0;0;1;2;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;1;
org.eclipse.debug.internal.core;0;0;16;0;0;0;0;16;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;
org.eclipse.swt.program;0;0;21;0;0;0;3;18;0;0;1;106;0;0;2;1;0;2;2;106;1;106;1;0;
org.eclipse.help.internal.util;1;0;3;1;0;0;0;3;0;0;1;1420;0;59;2;1;0;2;2;1420;1;1420;1;2;
org.eclipse.swt.printing;0;0;6;0;0;0;2;4;0;0;1;106;0;0;2;1;0;2;2;106;1;106;1;0;
org.eclipse.ui.actions;1;0;11;1;0;0;1;10;0;0;1;257;0;335;2;1;0;2;2;257;1;257;1;6;
org.eclipse.jdt.internal.corext.refactoring.tagging;1;0;2;1;0;0;0;2;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;1;
org.eclipse.update.internal.ui.search;0;0;2;0;0;0;0;2;0;0;1;3537;0;37;2;1;0;2;2;3537;1;3537;1;1;
org.eclipse.debug.core.model;1;0;9;1;0;0;0;9;0;0;1;187;0;136;2;1;0;2;2;187;1;187;1;3;
org.eclipse.jdt.internal.codeassist.select;0;0;11;0;0;0;1;10;385;3;2;455;385;22;3;3;0;5;5;1045;3;1045;2;2;
org.eclipse.jdi.internal.event;1;0;5;1;0;0;0;5;0;0;1;187;0;64;2;1;0;2;2;187;1;187;1;2;
org.eclipse.help;0;0;9;0;0;0;1;8;0;0;1;1420;0;0;2;1;0;2;2;1420;1;1420;1;0;
org.eclipse.jdt.core.dom;1;0;8;1;2;1;3;5;865;0;1;2669;865;236;2;1;1;2;4;2669;2;4452;2;3;
org.eclipse.jdt.internal.eval;0;0;8;0;0;0;1;7;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;
org.eclipse.pde.internal.ui.editor.text;0;0;3;0;0;0;1;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.jdt.internal.core.builder;3;2;17;2;4;2;8;9;580;0;1;2979;622;21;2;1;2;2;6;2979;3;4666;3;3;
org.eclipse.jdt.internal.debug.core;0;0;18;0;0;0;0;18;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;
org.eclipse.update.internal.ui.wizards;1;2;42;1;4;2;9;33;255;2;3;1570;344;50;2;3;2;6;10;1570;5;4294;5;1;
org.eclipse.jdt.core.search;0;0;8;0;2;1;4;4;77;0;1;455;77;0;2;1;1;2;4;455;2;4058;2;0;
org.eclipse.ui.dialogs;1;0;7;1;0;0;0;7;0;0;1;257;0;223;2;1;0;2;2;257;1;257;1;8;
com.sun.jdi.connect;1;0;3;1;0;0;0;3;0;0;1;2704;0;59;2;1;0;2;2;2704;1;2704;1;2;
org.eclipse.jdt.internal.ui.preferences;1;4;59;1;11;4;22;37;194;4;2;15;535;559;4;4;7;6;17;128;11;4426;6;5;
org.eclipse.team.core.sync;0;0;7;0;0;0;1;6;35;0;1;2019;35;0;3;2;0;3;3;2019;2;2019;1;0;
org.eclipse.pde.internal.core.plugin;1;0;5;1;0;0;1;4;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;1;
org.eclipse.swt;0;0;17;0;2;1;6;11;37;0;1;106;37;0;2;1;1;2;4;106;2;4571;2;0;
com.sun.jdi.event;1;0;3;1;0;0;0;3;0;0;1;2704;0;28;2;1;0;2;2;2704;1;2704;1;2;
org.eclipse.pde.core.plugin;1;0;4;1;2;1;2;2;986;0;1;3591;986;169;2;1;1;2;4;3591;2;4751;2;1;
org.eclipse.jdt.internal.ui.javaeditor.structureselection;0;0;9;0;0;0;2;7;25;3;2;3188;49;0;3;3;0;5;5;3188;3;3567;2;0;
org.eclipse.jdt.internal.ui.refactoring.nls.search;0;0;3;0;0;0;0;3;0;0;1;1922;0;0;2;1;0;2;2;1922;1;1922;1;0;
org.eclipse.jdt.internal.corext.refactoring;0;0;4;0;0;0;0;4;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;0;
org.eclipse.pde.internal.build.tasks;0;0;7;0;0;0;1;6;0;0;1;3509;0;0;2;1;0;2;2;3509;1;3509;1;0;
org.eclipse.jdt.internal.core.util;2;2;22;1;8;4;12;10;595;2;2;455;1458;35;2;2;4;4;12;455;6;4421;6;2;
org.eclipse.pde.internal.ui.view;1;0;2;1;0;0;0;2;0;0;1;3579;0;3;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.debug.ui.actions;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.pde.internal.ui.editor.schema;1;0;3;1;0;0;0;3;0;0;1;3579;0;2;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.pde.internal.runtime.registry;0;0;3;0;0;0;1;2;0;0;1;1434;0;0;2;1;0;2;2;1434;1;1434;1;0;
org.eclipse.help.internal;0;0;7;0;0;0;0;7;31;0;1;3048;31;0;2;1;0;2;2;3048;1;3048;1;0;
org.eclipse.help.ui.internal.browser.hpux;0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.core.jdom;2;0;6;1;2;1;2;4;185;0;1;455;185;154;2;1;1;2;4;455;2;4058;2;2;
org.eclipse.jdt.internal.ui.wizards.dialogfields;0;0;10;0;0;0;1;9;0;0;1;15;0;0;2;1;0;2;2;15;1;15;1;0;
org.eclipse.jdt.internal.ui.refactoring.sef;0;0;15;0;2;1;5;10;44;0;1;2876;50;0;2;1;1;2;4;2876;2;4401;2;0;
org.eclipse.core.internal.boot;0;0;9;0;0;0;1;8;0;0;1;12;0;212;2;1;0;2;2;12;1;12;1;2;
org.eclipse.help.internal.search;1;0;13;1;2;1;3;10;462;0;1;2318;462;749;2;1;1;2;4;2318;2;4000;2;3;
org.eclipse.team.internal.ccvs.ui.merge;0;0;13;0;0;0;3;10;0;0;1;2641;0;0;2;1;0;2;2;2641;1;2641;1;0;
org.eclipse.jface.operation;1;0;3;1;0;0;0;3;0;0;1;257;0;10;2;1;0;2;2;257;1;257;1;2;
org.eclipse.update.internal.ui.security;0;0;9;0;0;0;1;8;0;0;1;3122;0;0;2;1;0;2;2;3122;1;3122;1;0;
org.eclipse.jdt.internal.core.index;1;0;6;1;0;0;2;4;0;0;1;455;0;17;2;1;0;2;2;455;1;455;1;2;
org.eclipse.team.internal.ui;1;0;12;1;0;0;3;9;0;0;1;1978;0;366;2;1;0;2;2;1978;1;1978;1;2;
org.eclipse.jdt.internal.core.jdom;0;0;15;0;3;1;5;10;144;0;1;455;144;0;3;1;2;2;5;3959;3;3959;2;0;
org.eclipse.search.internal.ui.text;0;0;16;0;0;0;0;16;44;2;2;15;44;0;2;2;0;4;4;15;2;1000;2;0;
org.eclipse.swt.custom;3;0;11;2;0;0;1;10;1228;3;2;106;1228;2777;3;3;0;5;5;2876;3;2876;2;10;
org.eclipse.jdt.internal.ui.text.correction;1;0;10;1;2;1;2;8;332;2;2;3306;414;6;2;2;1;4;6;3306;3;4452;3;1;
org.eclipse.team.internal.core;1;0;3;1;0;0;1;2;0;0;1;3762;0;0;2;1;0;2;2;3762;1;3762;1;1;
org.eclipse.pde.internal.build.ant;0;0;5;0;0;0;1;4;8;2;2;3194;8;0;2;2;0;4;4;3194;2;3571;2;0;
org.eclipse.debug.internal.ui.preferences;0;0;3;0;2;1;3;0;0;0;0;3975;0;0;2;0;1;0;2;3975;1;3975;1;0;
org.eclipse.pde.internal.core.ischema;1;0;2;1;0;0;0;2;0;0;1;3591;0;3;2;1;0;2;2;3591;1;3591;1;1;
org.eclipse.webdav.dom;1;0;6;1;0;0;1;5;0;0;1;12;0;343;2;1;0;2;2;12;1;12;1;3;
org.eclipse.team.internal.webdav.core;1;0;11;1;2;1;11;0;16;0;0;4073;16;10;2;0;1;0;2;4073;1;4073;1;2;
org.eclipse.jdt.internal.ui.filters;0;0;2;0;2;1;2;0;0;0;0;4211;0;0;2;0;1;0;2;4211;1;4211;1;0;
org.eclipse.team.internal.ccvs.ui.wizards;0;0;7;0;0;0;1;6;815;2;2;1978;815;0;2;2;0;4;4;1978;2;2577;2;0;
org.eclipse.update.ui.forms.internal.engine;0;0;7;0;0;0;1;6;0;0;1;2745;0;0;2;1;0;2;2;2745;1;2745;1;1;
org.eclipse.jdt.internal.junit.launcher;0;0;7;0;2;1;3;4;19;0;1;3171;19;0;2;1;1;2;4;3171;2;4451;2;0;
org.eclipse.jdt.internal.corext.template.java;0;0;4;0;0;0;1;3;0;0;1;2784;0;0;2;1;0;2;2;2784;1;2784;1;0;
org.eclipse.help.ui.internal.browser.solaris;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.ui.internal.misc;1;0;6;1;0;0;0;6;0;0;1;257;0;246;2;1;0;2;2;257;1;257;1;4;
org.eclipse.jdt.internal.compiler.env;0;0;4;0;0;0;1;3;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;
org.eclipse.jdt.internal.corext.refactoring.structure;1;0;10;1;0;0;0;10;0;0;1;2270;0;0;2;1;0;2;2;2270;1;2270;1;1;
org.eclipse.jdt.internal.compiler.lookup;0;0;5;0;0;0;1;4;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;
org.eclipse.swt.internal.win32;1;0;3;1;0;0;1;2;0;0;1;2069;0;69;2;1;0;2;2;2069;1;2069;1;2;
org.eclipse.help.ui.internal.browser.win32;0;0;2;0;2;1;2;0;0;0;0;4427;0;0;2;0;1;0;2;4427;1;4427;1;0;
org.eclipse.ui;1;0;12;1;0;0;2;10;16;2;2;257;16;321;2;2;0;4;4;257;2;3774;2;8;
org.eclipse.jdt.internal.compiler.util;0;0;13;0;0;0;1;12;120;3;2;455;120;0;3;3;0;5;5;1045;3;1045;2;0;
org.eclipse.team.internal.ccvs.core.resources;0;0;41;0;0;0;2;39;149;2;5;1978;335;0;2;5;0;10;10;1978;5;3574;5;0;
org.eclipse.jdt.internal.corext.refactoring.util;0;0;11;0;0;0;0;11;37;2;2;2928;47;0;2;2;0;4;4;2928;2;3185;2;0;
org.eclipse.webdav.http.client;1;0;8;1;0;0;1;7;0;0;1;12;0;92;2;1;0;2;2;12;1;12;1;2;
org.eclipse.update.internal.model;1;0;4;1;0;0;1;3;133;0;1;3027;133;205;3;2;0;3;3;3027;2;3027;1;1;
org.eclipse.jdt.internal.ui.typehierarchy;0;0;32;0;2;1;8;24;208;2;4;15;381;0;2;4;1;8;10;15;5;3967;5;0;
org.eclipse.jdt.internal.junit.ui;1;0;2;1;0;0;0;2;0;0;1;3171;0;0;2;1;0;2;2;3171;1;3171;1;1;
org.eclipse.jdt.internal.compiler.problem;0;0;4;0;0;0;1;3;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;
org.eclipse.pde.internal.builders;0;0;4;0;0;0;1;3;0;0;1;3631;0;0;2;1;0;2;2;3631;1;3631;1;0;
org.eclipse.jdi.internal.connect;0;0;8;0;0;0;1;7;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;
org.eclipse.ui.internal;1;0;3;1;0;0;0;3;0;0;1;257;0;1222;2;1;0;2;2;257;1;257;1;9;
org.eclipse.team.internal.ccvs.core.util;1;0;7;1;0;0;1;6;0;0;1;1978;0;264;2;1;0;2;2;1978;1;1978;1;2;
org.eclipse.ui.editors.text;1;0;4;1;0;0;0;4;0;0;1;257;0;943;2;1;0;2;2;257;1;257;1;4;
org.eclipse.webdav;1;0;5;1;0;0;1;4;0;0;1;1635;0;147;2;1;0;2;2;1635;1;1635;1;2;
org.eclipse.help.ui.internal.browser.aix;0;0;3;0;0;0;1;2;0;0;0;-1;0;15;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.team.internal.ui.sync;0;0;6;0;2;1;2;4;1017;2;2;2054;1459;0;2;2;1;4;6;2054;3;4005;3;0;
org.eclipse.ui.wizards.newresource;1;0;12;1;0;0;1;11;0;0;1;257;0;74;2;1;0;2;2;257;1;257;1;3;
org.eclipse.jdt.internal.corext.refactoring.nls;0;0;3;0;0;0;0;3;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;0;
org.eclipse.pde.internal.ui.editor;0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.jface.action;1;0;3;1;0;0;0;3;0;0;1;257;0;103;2;1;0;2;2;257;1;257;1;5;
org.eclipse.jdi.internal.spy;0;0;4;0;0;0;0;4;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;1;
org.eclipse.pde.internal.core.ifeature;0;0;2;0;0;0;0;2;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;0;
org.eclipse.jdt.internal.ui.packageview;0;0;6;0;0;0;1;5;0;0;1;15;0;0;2;1;0;2;2;15;1;15;1;0;
org.eclipse.team.internal.core.streams;1;0;2;1;2;1;2;0;0;0;0;4169;0;0;2;0;1;0;2;4169;1;4169;1;1;
org.eclipse.jdt.internal.compiler;1;0;18;1;0;0;1;17;32355;3;3;455;32369;34;3;4;0;7;7;1045;4;1045;3;2;
org.eclipse.help.standalone;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.codeassist;0;0;11;0;0;0;1;10;11560;3;2;455;11560;0;3;3;0;5;5;1045;3;1045;2;0;
org.eclipse.swt.internal.carbon;0;0;4;0;2;1;4;0;0;0;0;4147;0;0;2;0;1;0;2;4147;1;4147;1;0;
org.eclipse.jdt.internal.corext.template;1;0;3;1;0;0;0;3;0;0;1;2784;0;0;2;1;0;2;2;2784;1;2784;1;1;
org.eclipse.jdt.internal.compiler.batch;0;0;19;0;0;0;1;18;744;3;3;455;874;0;3;4;0;7;7;1045;4;3104;3;0;
org.eclipse.webdav.internal.kernel;1;0;6;1;0;0;1;5;0;0;1;12;0;415;2;1;0;2;2;12;1;12;1;2;
org.eclipse.core.resources;1;0;8;1;0;0;1;7;0;0;1;12;0;179;2;1;0;2;2;12;1;12;1;2;
org.eclipse.update.internal.ui.model;1;0;3;1;0;0;0;3;0;0;1;2797;0;16;2;1;0;2;2;2797;1;2797;1;1;
org.eclipse.debug.internal.ui.views.breakpoints;0;0;4;0;2;1;4;0;0;0;0;3975;0;0;2;0;1;0;2;3975;1;3975;1;0;
com.sun.jdi;1;0;3;1;0;0;0;3;0;0;1;2704;0;103;2;1;0;2;2;2704;1;2704;1;2;
org.eclipse.core.runtime.model;0;0;6;0;0;0;1;5;0;0;1;12;0;0;2;1;0;2;2;12;1;12;1;0;
org.eclipse.swt.internal.motif;1;0;3;1;0;0;1;2;0;0;1;2069;0;36;2;1;0;2;2;2069;1;2069;1;2;
org.eclipse.pde.ui;0;0;3;0;0;0;1;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.help.internal.toc;1;0;3;1;0;0;0;3;0;0;1;1857;0;38;2;1;0;2;2;1857;1;1857;1;2;
org.eclipse.ant.internal.core;0;0;12;0;0;0;4;8;508;3;2;3489;744;0;3;3;0;5;5;3489;3;3575;2;0;
org.eclipse.swt.internal.ole.win32;0;0;4;0;0;0;1;3;0;0;0;-1;0;24;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.tomcat.internal;0;0;4;0;0;0;1;3;0;0;1;3285;0;0;2;1;0;2;2;3285;1;3285;1;0;
org.eclipse.core.resources.ant;1;0;5;1;0;0;1;4;0;0;1;3509;0;109;2;1;0;2;2;3509;1;3509;1;2;
org.eclipse.team.internal.ftp.target;0;2;10;0;4;2;10;0;197;0;0;4241;197;0;2;0;2;0;4;4241;2;4249;2;0;
org.eclipse.update.internal.ui;0;0;31;0;0;0;10;21;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.swt.events;1;0;4;1;0;0;1;3;0;0;1;106;0;58;2;1;0;2;2;106;1;106;1;4;
org.eclipse.ui.model;0;0;3;0;0;0;0;3;0;0;1;257;0;0;2;1;0;2;2;257;1;257;1;0;
org.eclipse.help.ui.internal.browser.linux;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.help.internal.context;0;0;10;0;0;0;0;10;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.core.eval;0;0;10;0;2;1;3;7;42;0;1;455;42;0;2;1;1;2;4;455;2;3959;2;0;
org.eclipse.help.ui.internal.search;0;0;7;0;0;0;1;6;0;0;1;2429;0;0;2;1;0;2;2;2429;1;2429;1;0;
org.eclipse.jdi.hcr;0;0;3;0;0;0;0;3;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;
org.eclipse.debug.internal.ui.views;0;0;11;0;0;0;1;10;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.core.search.processing;0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jface.text.contentassist;1;0;4;1;0;0;0;4;0;0;1;257;0;73;2;1;0;2;2;257;1;257;1;4;
org.eclipse.team.internal.ftp;0;0;3;0;0;0;3;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.pde.internal.ui.wizards.templates;1;0;3;1;0;0;0;3;0;0;1;3579;0;17;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.pde.internal.ui.util;1;0;2;1;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.jdt.internal.corext.refactoring.code.flow;1;0;4;1;0;0;0;4;0;0;1;1939;0;33;2;1;0;2;2;1939;1;1939;1;1;
org.eclipse.pde.internal.ui.editor.build;0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.pde.internal.ui.codegen;0;0;3;0;0;0;0;3;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.ui.internal.model;1;0;3;1;0;0;0;3;0;0;1;257;0;179;2;1;0;2;2;257;1;257;1;5;
org.eclipse.jdt.internal.debug.ui.snippeteditor;1;0;14;1;0;0;4;10;56;2;2;1915;56;0;2;2;0;4;4;1915;2;3796;2;2;
org.eclipse.core.internal.resources;1;0;12;1;0;0;1;11;0;0;1;12;0;369;2;1;0;2;2;12;1;12;1;2;
org.eclipse.jface.util;1;0;4;1;0;0;0;4;0;0;1;257;0;5;2;1;0;2;2;257;1;257;1;2;
org.eclipse.debug.internal.ui.views.expression;0;0;5;0;2;1;5;0;0;0;0;3975;0;0;2;0;1;0;2;3975;1;3975;1;0;
org.eclipse.jdt.internal.compiler.impl;1;0;13;1;0;0;1;12;4235;3;2;455;4235;150;3;3;0;5;5;1045;3;1045;2;2;
org.eclipse.swt.widgets;1;0;15;1;0;0;2;13;0;0;1;106;0;434;2;1;0;2;2;106;1;106;1;9;
org.eclipse.webdav.internal.authentication;0;0;7;0;0;0;2;5;0;0;1;12;0;0;2;1;0;2;2;12;1;12;1;0;
org.eclipse.jdt.internal.corext.dom;0;0;4;0;0;0;0;4;0;0;1;2876;0;0;2;1;0;2;2;2876;1;2876;1;0;
org.eclipse.ui.externaltools.internal.core;1;0;4;1;2;1;4;0;0;0;0;4090;0;98;2;0;1;0;2;4090;1;4090;1;2;
org.eclipse.ui.views.navigator;2;0;23;1;2;1;3;20;2227;2;4;257;4198;10;2;4;1;8;10;257;5;4067;5;3;
org.eclipse.jface.dialogs;1;0;5;1;0;0;0;5;0;0;1;257;0;78;2;1;0;2;2;257;1;257;1;5;
org.eclipse.team.internal.ui.actions;0;0;2;0;2;1;2;0;0;0;0;4020;0;0;2;0;1;0;2;4020;1;4020;1;0;
org.eclipse.jdt.internal.ui.reorg;0;0;32;0;0;0;3;29;74;2;2;2003;98;118;2;2;0;4;4;2003;2;2014;2;3;
org.eclipse.team.internal.ccvs.ssh;1;0;4;1;0;0;0;4;0;0;1;1978;0;2456;2;1;0;2;2;1978;1;1978;1;1;
org.eclipse.core.internal.runtime;1;0;9;1;0;0;3;6;0;0;1;12;0;232;2;1;0;2;2;12;1;12;1;4;
org.eclipse.update.core.model;2;0;12;1;0;0;0;12;606;2;3;2409;826;602;2;3;0;6;6;2409;3;3528;3;2;
org.eclipse.jface.text.rules;1;0;4;1;0;0;0;4;0;0;1;257;0;107;2;1;0;2;2;257;1;257;1;4;
org.eclipse.jdt.internal.corext.refactoring.changes;0;0;4;0;0;0;0;4;0;0;1;1939;0;98;2;1;0;2;2;1939;1;1939;1;1;
org.eclipse.pde.core.build;0;0;4;0;2;1;2;2;150;0;1;3591;150;0;2;1;1;2;4;3591;2;4751;2;0;
